means,std
0.941025641025641,0.038318823540957066
0.9384615384615385,0.03860372577995285
0.9461538461538461,0.0475109131955121
0.9358974358974359,0.04399841940592734
0.9384615384615385,0.027563274353157412
0.9384615384615385,0.024771584181520374
0.941025641025641,0.04195876139703786
0.9461538461538461,0.045947624122104645
0.941025641025641,0.029730815608420634
0.9358974358974359,0.030218238512245598
0.9384615384615385,0.0275632743531574
0.941025641025641,0.0342947053807502
0.9333333333333333,0.02162241135157863
0.9358974358974359,0.04720239750934725
0.941025641025641,0.038318823540957066
0.9333333333333333,0.0346127465492591
0.9358974358974359,0.0347181128403246
0.9487179487179487,0.03197997766473452
0.9435897435897436,0.041521223252961086
0.941025641025641,0.024325212770525965
0.9397435897435896,0.03523905326552158
