means,std
0.941025641025641,0.038318823540957066
0.9461538461538461,0.03299189583866457
0.9461538461538461,0.040900807227368864
0.9435897435897436,0.04804604896600066
0.941025641025641,0.029730815608420634
0.9358974358974359,0.03676207379078043
0.9461538461538461,0.022451154763356712
0.9384615384615385,0.05695155982549635
0.9384615384615385,0.04221910781274689
0.9358974358974359,0.030218238512245598
0.9384615384615385,0.0346127465492591
0.9384615384615385,0.03860372577995286
0.941025641025641,0.04366509324596512
0.941025641025641,0.0320939886419121
0.9384615384615385,0.04391532505526538
0.9384615384615385,0.030097122840442726
0.9358974358974359,0.032546038913948305
0.9435897435897436,0.02022591378837472
0.9307692307692308,0.027162818089009725
0.9358974358974359,0.04872544551705717
0.9397435897435896,0.036511937215361244
