means,std
0.9307692307692308,0.038318823540957066
0.9307692307692308,0.04195876139703786
0.9307692307692308,0.04842466828791553
0.9307692307692308,0.04689185204904341
0.9307692307692308,0.038318823540957066
0.9358974358974359,0.05701565839370227
0.9282051282051282,0.06139584614040331
0.941025641025641,0.04689185204904342
0.9307692307692308,0.04018003170442103
0.9282051282051281,0.07130479868244173
0.9384615384615385,0.03243361702736797
0.9307692307692308,0.04195876139703786
0.9307692307692308,0.0342947053807502
0.9333333333333333,0.054325636178019485
0.9333333333333333,0.024771584181520374
0.9307692307692308,0.0320939886419121
0.9307692307692308,0.034294705380750204
0.9307692307692308,0.029730815608420634
0.9333333333333333,0.043915325055265374
0.9358974358974359,0.0347181128403246
0.9323076923076922,0.04266191837386457
