means,std
0.9358974358974359,0.04230553391714385
0.9307692307692308,0.038318823540957066
0.9461538461538461,0.04751091319551212
0.941025641025641,0.05412355623585491
0.9358974358974359,0.0347181128403246
0.9384615384615385,0.04391532505526538
0.941025641025641,0.029730815608420634
0.9333333333333333,0.0543256361780195
0.941025641025641,0.055456848538490026
0.9435897435897436,0.035856712757953886
0.9435897435897436,0.03585671275795388
0.941025641025641,0.027162818089009718
0.9333333333333333,0.04865042554105198
0.941025641025641,0.034294705380750204
0.9435897435897436,0.02911006216397673
0.9461538461538461,0.04264948700811844
0.941025641025641,0.024325212770525965
0.9384615384615385,0.0346127465492591
0.9384615384615385,0.032433617027367974
0.941025641025641,0.04689185204904342
0.9397435897435896,0.03961249586024997
