means,std
0.941025641025641,0.054123556235854915
0.9384615384615385,0.04712495299859903
0.941025641025641,0.021109553906373413
0.9435897435897436,0.023562476499299493
0.9333333333333333,0.032433617027367974
0.9333333333333333,0.045548419126407606
0.941025641025641,0.03636247416441476
0.941025641025641,0.04530720779726005
0.9435897435897436,0.035856712757953886
0.941025641025641,0.04366509324596512
0.9358974358974359,0.07073908272327714
0.9435897435897436,0.02911006216397673
0.941025641025641,0.029730815608420634
0.9435897435897436,0.035856712757953886
0.941025641025641,0.0342947053807502
0.9384615384615385,0.030097122840442723
0.9384615384615385,0.04391532505526539
0.9435897435897436,0.04152122325296108
0.9461538461538461,0.040900807227368864
0.9435897435897436,0.04804604896600066
0.9406410256410256,0.039465298486795676
