means,std
0.9128205128205129,0.06303962022080604
0.9102564102564102,0.059523026825573165
0.8974358974358975,0.04187161953475517
0.9051282051282051,0.045307207797260066
0.9128205128205128,0.04221910781274689
0.9076923076923077,0.05012949845680403
0.8897435897435899,0.051353226959999346
0.9025641025641027,0.05240926398890903
0.8897435897435898,0.04991043186549209
0.9076923076923078,0.050129498456804034
0.8948717948717949,0.04902437743487175
0.9076923076923077,0.047124952998599055
0.9230769230769231,0.03822338423076563
0.9076923076923077,0.04712495299859905
0.8974358974358975,0.04008902358823444
0.9076923076923077,0.047124952998599055
0.9,0.07297563831157798
0.9076923076923078,0.034612746549259124
0.9128205128205129,0.04045182757674951
0.9076923076923077,0.047124952998599055
0.9051282051282052,0.048488465580250224
